#,bd971398f087136363fb653a1f65050a5dd73be7,8cf4fb1711c0944b3a6b1d816835f612dd793cda,e2224b6d7d23178a3574451e55fd171659d5d2c6,8c62453991e94f1a233f631693f5787d110a90ca,686daab69d02448ab5f8347a6daf68391b70f951,1de2f0e95520694adad472134080328329863731,5f384fb43e9637da87da3ffa5194056f7fb0325c,c1e17b2c6f611fb46798f12cab33aef53b975ebd
README.md,0,0,0,0,0,0,1,0
git-log2json.sh,1,0,0,0,1,1,0,0
log_as.csv,1,0,1,0,0,0,0,0
gitlogjson.rb,1,0,0,0,1,0,0,0
gitlog_json_print.py,0,1,1,1,0,1,0,0
update.py,1,0,0,0,0,0,0,0
LICENSE,0,0,0,0,0,0,0,1
git-stat2json.sh,1,0,0,0,0,1,0,0
.gitignore,0,0,0,0,0,0,0,1
